data;café_nome;quantidade;dinheiro;total_vendas;tipo_dinheiro;cartão
07/06/2024;Cortado;2;27,92;55,84;cartao;ANON-0000-0000-0270
08/06/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0271
08/06/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0097
08/06/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0134
08/06/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0134
09/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0097
09/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0272
09/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0273
09/06/2024;Cortado;2;27,92;55,84;cartao;ANON-0000-0000-0141
09/06/2024;Espresso;2;23,02;46,04;cartao;ANON-0000-0000-0274
09/06/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0275
09/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0276
09/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0276
09/06/2024;Latte;1;37,72;37,72;cartao;ANON-0000-0000-0276
09/06/2024;Cortado;1;27,92;27,92;cartao;ANON-0000-0000-0277
09/06/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0278
09/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0279
09/06/2024;Americano;6;27,92;167,52;cartao;ANON-0000-0000-0280
10/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0281
10/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0097
10/06/2024;Hot Chocolate;3;37,72;113,16;cartao;ANON-0000-0000-0282
10/06/2024;Hot Chocolate;8;37,72;301,76;cartao;ANON-0000-0000-0282
10/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0283
10/06/2024;Latte;8;37,72;301,76;cartao;ANON-0000-0000-0283
11/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0284
11/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0285
11/06/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0285
11/06/2024;Hot Chocolate;9;37,72;339,48;cartao;ANON-0000-0000-0286
11/06/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0287
11/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0287
12/06/2024;Hot Chocolate;2;37,72;75,44;cartao;ANON-0000-0000-0288
12/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0289
12/06/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0283
12/06/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0290
12/06/2024;Hot Chocolate;1;37,72;37,72;cartao;ANON-0000-0000-0256
12/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0291
13/06/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0292
13/06/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0097
13/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0293
13/06/2024;Cortado;7;27,92;195,44;cartao;ANON-0000-0000-0141
13/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0294
13/06/2024;Hot Chocolate;9;37,72;339,48;cartao;ANON-0000-0000-0295
13/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0296
13/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0012
13/06/2024;Espresso;1;23,02;23,02;cartao;ANON-0000-0000-0012
13/06/2024;Espresso;10;23,02;230,2;cartao;ANON-0000-0000-0295
13/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0009
13/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0009
14/06/2024;Cortado;3;27,92;83,76;cartao;ANON-0000-0000-0141
14/06/2024;Americano;7;27,92;195,44;cartao;ANON-0000-0000-0297
14/06/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0097
14/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0298
15/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0299
15/06/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0300
15/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0300
15/06/2024;Espresso;6;23,02;138,12;cartao;ANON-0000-0000-0300
15/06/2024;Cocoa;2;37,72;75,44;cartao;ANON-0000-0000-0300
15/06/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0300
15/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0301
15/06/2024;Americano;10;27,92;279,2;cartao;ANON-0000-0000-0302
16/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0059
16/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0303
16/06/2024;Hot Chocolate;2;37,72;75,44;cartao;ANON-0000-0000-0303
16/06/2024;Hot Chocolate;10;37,72;377,2;cartao;ANON-0000-0000-0303
16/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0276
16/06/2024;Espresso;6;23,02;138,12;cartao;ANON-0000-0000-0274
16/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0304
16/06/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0304
16/06/2024;Hot Chocolate;2;37,72;75,44;cartao;ANON-0000-0000-0305
16/06/2024;Hot Chocolate;3;37,72;113,16;cartao;ANON-0000-0000-0306
16/06/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0059
16/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0059
17/06/2024;Americano;6;27,92;167,52;cartao;ANON-0000-0000-0307
17/06/2024;Cortado;1;27,92;27,92;cartao;ANON-0000-0000-0308
17/06/2024;Cortado;5;27,92;139,6;cartao;ANON-0000-0000-0308
17/06/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0042
17/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0164
17/06/2024;Cappuccino;9;37,72;339,48;cartao;ANON-0000-0000-0012
17/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0012
17/06/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0012
17/06/2024;Americano;5;27,92;139,6;cartao;ANON-0000-0000-0309
17/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
18/06/2024;Americano;9;27,92;251,28;cartao;ANON-0000-0000-0299
18/06/2024;Cappuccino;5;37,72;188,6;cartao;ANON-0000-0000-0299
18/06/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0154
18/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0154
18/06/2024;Cortado;2;27,92;55,84;cartao;ANON-0000-0000-0310
18/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0012
18/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0012
19/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0311
19/06/2024;Cortado;8;27,92;223,36;cartao;ANON-0000-0000-0141
19/06/2024;Americano;1;27,92;27,92;cartao;ANON-0000-0000-0312
19/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0313
19/06/2024;Cocoa;4;37,72;150,88;cartao;ANON-0000-0000-0313
19/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0164
19/06/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0153
19/06/2024;Latte;6;37,72;226,32;cartao;ANON-0000-0000-0153
19/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0009
19/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0192
19/06/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0192
20/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0097
20/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0314
20/06/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0314
20/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0257
20/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0009
20/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0009
21/06/2024;Latte;2;37,72;75,44;cartao;ANON-0000-0000-0311
21/06/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0315
21/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0012
21/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0012
21/06/2024;Espresso;7;23,02;161,14;cartao;ANON-0000-0000-0316
21/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0009
21/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0154
21/06/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0154
21/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0180
21/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0180
21/06/2024;Americano;6;27,92;167,52;cartao;ANON-0000-0000-0180
21/06/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0311
22/06/2024;Cortado;10;27,92;279,2;cartao;ANON-0000-0000-0141
22/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0311
22/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0317
22/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0009
22/06/2024;Cappuccino;10;37,72;377,2;cartao;ANON-0000-0000-0318
23/06/2024;Americano with Milk;10;32,82;328,2;cartao;ANON-0000-0000-0012
23/06/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0012
23/06/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0319
23/06/2024;Latte;7;37,72;264,04;cartao;ANON-0000-0000-0320
23/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0320
24/06/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0164
24/06/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0180
24/06/2024;Cappuccino;3;37,72;113,16;cartao;ANON-0000-0000-0180
24/06/2024;Latte;5;37,72;188,6;cartao;ANON-0000-0000-0321
24/06/2024;Cappuccino;6;37,72;226,32;cartao;ANON-0000-0000-0203
24/06/2024;Cappuccino;7;37,72;264,04;cartao;ANON-0000-0000-0203
25/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0322
25/06/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0012
25/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0040
25/06/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0203
26/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0323
26/06/2024;Espresso;8;23,02;184,16;cartao;ANON-0000-0000-0324
26/06/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0325
26/06/2024;Latte;4;37,72;150,88;cartao;ANON-0000-0000-0009
26/06/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0009
26/06/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0206
27/06/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0326
27/06/2024;Cortado;8;27,92;223,36;cartao;ANON-0000-0000-0327
27/06/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0328
27/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0329
28/06/2024;Cortado;3;27,92;83,76;cartao;ANON-0000-0000-0141
28/06/2024;Espresso;9;23,02;207,18;cartao;ANON-0000-0000-0274
28/06/2024;Americano with Milk;6;32,82;196,92;cartao;ANON-0000-0000-0330
28/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0331
28/06/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0332
29/06/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0097
29/06/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0333
29/06/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0333
29/06/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0334
29/06/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0334
29/06/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0335
29/06/2024;Hot Chocolate;6;37,72;226,32;cartao;ANON-0000-0000-0335
29/06/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0009
30/06/2024;Latte;9;37,72;339,48;cartao;ANON-0000-0000-0336
30/06/2024;Espresso;1;23,02;23,02;cartao;ANON-0000-0000-0337
30/06/2024;Hot Chocolate;6;37,72;226,32;cartao;ANON-0000-0000-0009
30/06/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0097
01/07/2024;Espresso;3;23,02;69,06;cartao;ANON-0000-0000-0012
01/07/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0338
01/07/2024;Cappuccino;1;37,72;37,72;cartao;ANON-0000-0000-0339
02/07/2024;Americano with Milk;3;32,82;98,46;cartao;ANON-0000-0000-0304
02/07/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0304
02/07/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0019
02/07/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0340
02/07/2024;Americano with Milk;4;32,82;131,28;cartao;ANON-0000-0000-0341
02/07/2024;Americano with Milk;8;32,82;262,56;cartao;ANON-0000-0000-0329
03/07/2024;Americano with Milk;2;32,82;65,64;cartao;ANON-0000-0000-0012
03/07/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0342
03/07/2024;Cappuccino;2;37,72;75,44;cartao;ANON-0000-0000-0343
03/07/2024;Americano with Milk;1;32,82;32,82;cartao;ANON-0000-0000-0270
03/07/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0344
03/07/2024;Latte;9;37,72;339,48;cartao;ANON-0000-0000-0270
03/07/2024;Espresso;8;23,02;184,16;cartao;ANON-0000-0000-0345
03/07/2024;Cappuccino;4;37,72;150,88;cartao;ANON-0000-0000-0346
03/07/2024;Latte;10;37,72;377,2;cartao;ANON-0000-0000-0009
04/07/2024;Americano with Milk;5;32,82;164,1;cartao;ANON-0000-0000-0143
04/07/2024;Americano;6;27,92;167,52;cartao;ANON-0000-0000-0012
05/07/2024;Cocoa;10;37,72;377,2;cartao;ANON-0000-0000-0058
05/07/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0040
05/07/2024;Americano with Milk;7;32,82;229,74;cartao;ANON-0000-0000-0347
05/07/2024;Espresso;2;23,02;46,04;cartao;ANON-0000-0000-0348
05/07/2024;Americano;4;27,92;111,68;cartao;ANON-0000-0000-0099
05/07/2024;Espresso;5;23,02;115,1;cartao;ANON-0000-0000-0349
05/07/2024;Americano;2;27,92;55,84;cartao;ANON-0000-0000-0350
05/07/2024;Americano;3;27,92;83,76;cartao;ANON-0000-0000-0350
05/07/2024;Cappuccino;8;37,72;301,76;cartao;ANON-0000-0000-0351
05/07/2024;Americano with Milk;9;32,82;295,38;cartao;ANON-0000-0000-0351
06/07/2024;Latte;3;37,72;113,16;cartao;ANON-0000-0000-0352
06/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0009
06/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0009
06/07/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0012
06/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0012
07/07/2024;Cappuccino;2;32,82;65,64;cartao;ANON-0000-0000-0303
07/07/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0353
07/07/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0353
07/07/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0354
07/07/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0354
07/07/2024;Hot Chocolate;9;32,82;295,38;cartao;ANON-0000-0000-0355
07/07/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0355
07/07/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0356
07/07/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0357
07/07/2024;Hot Chocolate;7;32,82;229,74;cartao;ANON-0000-0000-0358
07/07/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0359
08/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0360
08/07/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0361
08/07/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0362
08/07/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0363
08/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0019
09/07/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0333
09/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0276
09/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0194
09/07/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0194
09/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0364
10/07/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0365
10/07/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0366
10/07/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0328
11/07/2024;Hot Chocolate;10;32,82;328,2;cartao;ANON-0000-0000-0367
11/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0368
11/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0369
11/07/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0370
12/07/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0371
12/07/2024;Hot Chocolate;4;32,82;131,28;cartao;ANON-0000-0000-0372
12/07/2024;Hot Chocolate;2;32,82;65,64;cartao;ANON-0000-0000-0178
12/07/2024;Hot Chocolate;10;32,82;328,2;cartao;ANON-0000-0000-0177
12/07/2024;Hot Chocolate;2;32,82;65,64;cartao;ANON-0000-0000-0179
13/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0365
13/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0365
14/07/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0373
14/07/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0373
14/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0373
14/07/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0374
14/07/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0375
14/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0376
15/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0377
16/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0378
16/07/2024;Hot Chocolate;10;32,82;328,2;cartao;ANON-0000-0000-0367
17/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0379
18/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0380
18/07/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0381
18/07/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0059
18/07/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0059
18/07/2024;Cortado;1;23,02;23,02;cartao;ANON-0000-0000-0059
18/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0375
18/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0382
18/07/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0009
18/07/2024;Hot Chocolate;10;32,82;328,2;cartao;ANON-0000-0000-0383
18/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0383
18/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0384
19/07/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0375
19/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0385
19/07/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0386
19/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0386
19/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0384
19/07/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0384
19/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0384
19/07/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0384
20/07/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0387
20/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0387
20/07/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0387
20/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0388
20/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0389
20/07/2024;Americano;8;23,02;184,16;cartao;ANON-0000-0000-0390
20/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0391
21/07/2024;Cocoa;6;32,82;196,92;cartao;ANON-0000-0000-0367
21/07/2024;Cappuccino;4;32,82;131,28;cartao;ANON-0000-0000-0392
21/07/2024;Cortado;2;23,02;46,04;cartao;ANON-0000-0000-0393
21/07/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0394
22/07/2024;Americano;7;23,02;161,14;cartao;ANON-0000-0000-0375
22/07/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0395
22/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0385
22/07/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0396
23/07/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0197
23/07/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0395
23/07/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0397
23/07/2024;Cocoa;1;32,82;32,82;cartao;ANON-0000-0000-0398
23/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0399
23/07/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0375
23/07/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0400
23/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0401
23/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0401
23/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0009
23/07/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0012
23/07/2024;Americano;5;23,02;115,1;cartao;ANON-0000-0000-0012
24/07/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0097
24/07/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0385
24/07/2024;Espresso;7;18,12;126,84;cartao;ANON-0000-0000-0402
24/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0379
24/07/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0399
24/07/2024;Espresso;6;18,12;108,72;cartao;ANON-0000-0000-0012
24/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0009
24/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0205
24/07/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0205
24/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0040
24/07/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0040
24/07/2024;Americano;5;23,02;115,1;cartao;ANON-0000-0000-0012
25/07/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0012
25/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0399
25/07/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0385
25/07/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0375
25/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0403
25/07/2024;Cappuccino;3;32,82;98,46;cartao;ANON-0000-0000-0257
25/07/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0404
25/07/2024;Espresso;10;18,12;181,2;cartao;ANON-0000-0000-0404
25/07/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0328
25/07/2024;Cocoa;5;32,82;164,1;cartao;ANON-0000-0000-0405
26/07/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0406
26/07/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0097
26/07/2024;Espresso;5;18,12;90,6;cartao;ANON-0000-0000-0059
26/07/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0407
26/07/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0407
26/07/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0408
26/07/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0408
26/07/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0385
26/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0379
26/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0339
26/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0339
26/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0409
26/07/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0410
26/07/2024;Cappuccino;2;32,82;65,64;cartao;ANON-0000-0000-0411
26/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0009
26/07/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0412
27/07/2024;Cappuccino;3;32,82;98,46;cartao;ANON-0000-0000-0097
27/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0413
27/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0059
27/07/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0040
27/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0059
27/07/2024;Espresso;5;18,12;90,6;cartao;ANON-0000-0000-0225
27/07/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0077
27/07/2024;Cappuccino;7;32,82;229,74;cartao;ANON-0000-0000-0414
27/07/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0415
27/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0416
27/07/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0416
27/07/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0009
27/07/2024;Cappuccino;4;32,82;131,28;cartao;ANON-0000-0000-0417
28/07/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0012
28/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0276
28/07/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0276
29/07/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0418
29/07/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0012
29/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0097
